20,1.200E-05
50,1.240E-05
75,1.270E-05
100,1.300E-05
150,1.350E-05
200,1.390E-05
250,1.420E-05
300,1.440E-05
350,1.460E-05
400,1.480E-05
500,1.520E-05
600,1.560E-05
700,1.590E-05
